"331","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","3","2"
"332","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","170","1.5"
"333","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","172","1"
"334","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","176","1"
"335","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","76","1"
"336","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","149","1"
"337","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","90","1"
"338","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","130","1"
"339","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","30","1"
"340","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","222","1"
"341","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","1","27","1"
"342","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","192","2"
"343","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","85","1.5"
"344","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","55","1"
"345","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","10","1"
"346","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","153","1"
"347","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","96","1"
"348","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","45","1"
"349","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","147","1"
"350","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","152","1"
"351","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","214","1"
"352","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","6","177","1"
"353","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","95","1"
"354","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","75","1"
"355","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","202","1"
"356","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","12","1"
"357","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","224","1"
"358","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","131","1"
"359","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","43","1"
"360","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","156","1"
"361","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","52","1"
"362","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","125","1.5"
"363","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","9","36","2"
"364","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","50","2"
"365","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","211","1.5"
"366","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","32","1"
"367","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","122","1"
"368","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","107","1"
"369","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","101","1"
"370","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","150","1"
"371","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","217","1"
"372","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","109","1"
"373","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","44","1"
"374","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","10","166","1"
"375","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","60","2"
"376","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","142","1.5"
"377","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","158","1"
"378","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","201","1"
"379","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","198","1"
"380","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","59","1"
"381","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","6","1"
"382","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","189","1"
"383","fe886f13-11fd-44c5-83e0-f941dcb1390f","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","11","126","1"
