"938","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","76","5","0","4","5","1","0","0","80","c Jitesh Sharma b Hazlewood","CAUGHT","201","193",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"939","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","86","84","0","44","26","5","3","0","169.23","c Jitesh Sharma b Rasikh Salam","CAUGHT","86","193",\N,\N,"4","0","1","6.8","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"940","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","75","94","0","56","31","6","4","0","180.65","c Rasikh Salam b Krunal Pandya","CAUGHT","198","204",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",""
"941","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","85","7","0","6","7","1","0","0","85.71","b Krunal Pandya","BOWLED","198",\N,\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"942","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","79","34","0","30","22","2","1","0","136.36","c Jitesh Sharma b Yash Dayal","CAUGHT","208","193",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MOUT"
"943","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","82","23","0","12","10","1","0","0","120","b Krunal Pandya","BOWLED","198",\N,\N,\N,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",""
"944","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","88","5","0","4","3","1","0","0","133.33","b Suyash Sharma","BOWLED","205",\N,\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"945","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","81","16","0","6","9","0","0","0","66.67","not out","",\N,\N,\N,\N,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",""
"946","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","90","-2","0","5","6","1","0","0","83.33","c Jitesh Sharma b Hazlewood","CAUGHT","90","193",\N,\N,"3","0","0","10.7","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"947","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","91","-1","0","1","1","0","0","0","100","not out","","91",\N,\N,\N,"2.2","0","0","13.3","1","0","0","0","0","0","0","0","0","0","0","0","1",""
"948","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","95","17","0","0","0","0","0","0","0","","","95",\N,\N,\N,"4","0","1","10.8","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"949","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","89","13","0","0","0","0","0","0","0","","","89",\N,\N,\N,"3","0","1","14","0","0","0","0","0","0","1","0","0","0","0","0","0","MIN"
"950","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","192","93","39","56","31","9","2","13","180.65","c Spencer Johnson b Varun Chakaravarthy","CAUGHT","95","91",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","1",""
"951","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","190","93","78","59","36","4","3","6","163.89","not out","",\N,\N,\N,\N,"0","0","0","0","0","0","0","0","0","0","0","21","2","0","0","0","0",""
"952","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","191","11","10","10","10","1","0","3","100","c Ramandeep Singh b Narine","CAUGHT","86","81",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","MIN"
"953","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","187","47","16","34","16","5","1","4","212.5","c Rinku Singh b Vaibhav Arora","CAUGHT","89","82",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","4","2","0","1","0","0",""
"954","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","196","19","5","15","5","2","1","0","300","not out","","196",\N,\N,\N,"2","0","0","7","0","0","0","0","0","0","0","1","0","0","0","0","1",""
"955","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","193","40","0","0","0","0","0","0","0","","",\N,\N,\N,\N,"0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","1","0",""
"956","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","189","0","0","0","0","0","0","0","0","","",\N,\N,\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"957","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","198","120","0","0","0","0","0","0","0","","","198",\N,\N,\N,"4","0","3","7.2","0","0","0","0","1","0","1","0","0","0","0","0","0",""
"958","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","204","23","0","0","0","0","0","0","0","","","204",\N,\N,\N,"3","0","1","11.7","1","0","0","0","0","0","2","0","0","0","0","0","0",""
"959","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","205","13","0","0","0","0","0","0","0","","","205",\N,\N,\N,"4","0","1","11.8","0","0","0","0","0","0","1","0","0","0","0","0","0","MOUT"
"960","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","201","54","0","0","0","0","0","0","0","","","201",\N,\N,\N,"4","0","2","5.5","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"961","b40e654c-7a4a-4b4e-a7bb-260c64684c2f","208","25","0","0","0","0","0","0","0","","","208",\N,\N,\N,"3","0","1","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"962","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","214","29","0","24","11","5","0","0","218.18","c Yashasvi Jaiswal b M Theekshana","CAUGHT","214","170",\N,\N,"2","0","0","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"963","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","209","108","0","67","31","9","3","0","216.13","c Hetmyer b Tushar Deshpande","CAUGHT","179","169",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","MOUT"
"964","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","210","220","0","106","47","11","6","0","225.53","not out","",\N,\N,\N,\N,"0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",""
"965","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","218","40","0","30","15","4","1","0","200","c Yashasvi Jaiswal b M Theekshana","CAUGHT","185","170",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"966","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","211","57","0","34","14","5","1","0","242.86","c Riyan Parag b Sandeep Sharma","CAUGHT","184","172",\N,\N,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1",""
"967","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","213","9","0","7","3","0","1","0","233.33","c Jofra Archer b Tushar Deshpande","CAUGHT","179","177",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"968","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","215","18","0","0","1","0","0","0","0","c Riyan Parag b Tushar Deshpande","CAUGHT","179","172",\N,\N,"0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0",""
"969","1f3ec219-2ad9-4e67-9b6e-0bce1761a98f","221","6","0","0","1","0","0","0","0","not out","","221",\N,\N,\N,"4","0","0","15","2","0","0","0","0","1","1","0","0","0","1","0","1",""
